RowType,Ticket,SignalID,Pattern,Direction,Source,Regime,Quality,Session,EngineName,EngineMode,DayType,Confluence,Spread,Slippage,ConfirmationUsed,BarTime,EntryTime,EntryPrice,OriginalSL,CurrentSL,OriginalTP1,TP2,RiskPct,LotSize,RiskDistance,RequestedEntryPrice,ExecutedEntryPrice,EntryBalance,EntryRiskMoney,OriginalLots,RemainingLots,Stage,ExitRegimeClass,ExitBETrigger,ExitChandelier,ExitTP0Dist,ExitTP0Vol,ExitTP1Dist,ExitTP1Vol,ExitTP2Dist,ExitTP2Vol,ExitTime,ExitPrice,PnL_Money,PnL_R,HoldingHours,MAE,MFE,MAE_R,MFE_R,PartialCloseCount,PartialRealized_PnL,PartialRealized_R,TP0_Time,TP1_Time,TP1_Lots,TP1_PnL,TP2_Time,TP2_Lots,TP2_PnL,BE_Time,TrailInternalUpdates,TrailBrokerUpdates,TrailBrokerFailures,LastTrailTime,LastTrailReason,MaxLockedR,ExitRequestTime,ExitRequestReason,ExitRequestPrice,ExitReason,Result,Runner_PnL,Runner_R,TP0_PnL,TP0_R,Total_PnL,Total_R,WouldBeFlatWithoutTP0,Reached05R,Reached10R,PeakR_BeforeBE,BE_Before_TP1,TP0_Closed,TP0_Lots,EarlyExit,EarlyExitReason,LossAvoided_R,LossAvoided_Money,RunnerExitMode,RunnerPromotedInTrade,RunnerPromotionTime,TrailSendPolicy,LastTrailGateReason,EffectiveChandelierMult,LiveChandelierMult,EntryLockedChandelierMult,LastBrokerTrailTime
ENTRY,22,2024.01.15 08:00|PinBarEntry|LONG|12,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.15 09:00,2024.01.15 09:00,2055.50,2046.96,2046.96,2082.32,2102.43,0.98,0.11,8.54,2055.50,2055.50,10250.82,100.10,0.11,0.11,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.50,3.50,3.50,
ENTRY,23,2024.01.15 18:00|PinBarEntry|LONG|13,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.15 19:00,2024.01.15 19:00,2054.10,2045.08,2045.08,2075.34,2089.51,0.98,0.11,9.02,2054.10,2054.10,10250.49,100.10,0.11,0.11,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.50,3.50,3.50,
EXIT,23,2024.01.15 18:00|PinBarEntry|LONG|13,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.15 19:00,2024.01.15 19:00,2054.10,2045.08,2049.45,2075.34,2089.51,0.98,0.11,9.02,2054.10,2054.10,10250.49,100.10,0.11,0.11,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,2024.01.16 05:42,2048.79,-67.40,-0.67,10.7,5.25,2.24,0.58,0.25,0,0.00,0.00,,,0.00,0.00,,0.00,0.00,,3,2,1,2024.01.16 01:00,Chandelier Trail: SL=2049.45 (ATRx3.5),0.00,,,0.00,,LOSS,-67.40,-0.67,0.00,0.00,-67.40,-0.67,NO,NO,NO,0.25,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.50,2024.01.15 20:00
EXIT,22,2024.01.15 08:00|PinBarEntry|LONG|12,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.15 09:00,2024.01.15 09:00,2055.50,2046.96,2048.25,2082.32,2102.43,0.98,0.11,8.54,2055.50,2055.50,10250.82,100.10,0.11,0.11,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,2024.01.16 07:24,2048.25,-88.74,-0.89,22.4,7.11,3.11,0.83,0.36,0,0.00,0.00,,,0.00,0.00,,0.00,0.00,,1,1,0,2024.01.15 10:09,Chandelier Trail: SL=2048.25 (ATRx3.0),0.00,,,0.00,,LOSS,-88.74,-0.89,0.00,0.00,-88.74,-0.89,NO,NO,NO,0.36,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.50,2024.01.15 10:09
ENTRY,26,2024.01.16 10:00|ReversalSweepEngine|LONG|18,LiquiditySweep | Bullish Liquidity Sweep,LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,ASIA,ReversalSweepEngine,MODE_SFP,DAY_TREND,85,8.00,0.00,NO,2024.01.16 10:00,2024.01.16 10:00,2049.51,2046.13,2046.13,2058.61,2057.95,0.80,0.23,3.38,2049.51,2049.51,10093.66,80.96,0.23,0.23,INITIAL,1,1.00,3.00,0.70,15.00,1.30,40.00,1.80,30.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
EXIT,26,2024.01.16 10:00|ReversalSweepEngine|LONG|18,LiquiditySweep | Bullish Liquidity Sweep,LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,ASIA,ReversalSweepEngine,MODE_SFP,DAY_TREND,85,8.00,0.00,NO,2024.01.16 10:00,2024.01.16 10:00,2049.51,2046.13,2048.00,2058.61,2057.95,0.80,0.23,3.38,2049.51,2049.51,10093.66,80.96,0.23,0.23,INITIAL,1,1.00,3.00,0.70,15.00,1.30,40.00,1.80,30.00,2024.01.16 10:27,2048.00,-35.42,-0.44,0.5,2.40,0.66,0.71,0.20,0,0.00,0.00,,,0.00,0.00,,0.00,0.00,,1,1,0,2024.01.16 10:21,Chandelier Trail: SL=2048.00 (ATRx3.5),0.00,,,0.00,,LOSS,-35.42,-0.44,0.00,0.00,-35.42,-0.44,NO,NO,NO,0.20,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.00,2024.01.16 10:21
ENTRY,28,2024.01.17 08:00|ExpansionEngine|SHORT|19,Asian Breakout London,SHORT,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,ASIA,ExpansionEngine,MODE_LONDON_BREAKOUT,DAY_VOLATILE,65,10.00,0.00,NO,2024.01.17 08:00,2024.01.17 08:00,2020.62,2033.45,2033.45,1994.96,1997.53,0.87,0.06,12.83,2020.62,2020.62,10058.06,87.69,0.06,0.06,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.50,3.50,3.50,
EXIT,28,2024.01.17 08:00|ExpansionEngine|SHORT|19,Asian Breakout London,SHORT,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,ASIA,ExpansionEngine,MODE_LONDON_BREAKOUT,DAY_VOLATILE,65,10.00,0.00,NO,2024.01.17 08:00,2024.01.17 08:00,2020.62,2033.45,2013.13,1994.96,1997.53,0.87,0.06,12.83,2020.62,2020.62,10058.06,87.69,0.06,0.05,TP0_HIT,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,2024.01.18 08:58,2013.13,50.46,0.58,25.0,8.55,18.70,0.67,1.46,1,9.10,0.10,2024.01.17 16:59,,0.00,0.00,,0.00,0.00,,12,11,1,2024.01.18 08:00,Chandelier Trail: SL=2013.13 (ATRx3.5),0.58,,,0.00,,WIN,41.36,0.47,9.10,0.10,50.46,0.58,NO,YES,YES,1.46,NO,YES,0.01,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.50,2024.01.18 08:00
ENTRY,31,2024.01.23 08:00|MACrossEntry|LONG|25,Bullish MA Cross (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,ASIA,MACrossEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.23 09:00,2024.01.23 09:00,2035.24,2024.90,2024.90,2063.77,2085.16,0.80,0.07,10.34,2035.24,2035.24,10108.31,81.08,0.07,0.07,INITIAL,1,1.00,3.00,0.70,15.00,1.30,40.00,1.80,30.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
EXIT,31,2024.01.23 08:00|MACrossEntry|LONG|25,Bullish MA Cross (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,ASIA,MACrossEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.23 09:00,2024.01.23 09:00,2035.24,2024.90,2025.51,2063.77,2085.16,0.80,0.07,10.34,2035.24,2035.24,10108.31,81.08,0.07,0.07,INITIAL,1,1.00,3.00,0.70,15.00,1.30,40.00,1.80,30.00,2024.01.23 12:46,2025.51,-68.32,-0.84,3.8,9.40,2.66,0.91,0.26,0,0.00,0.00,,,0.00,0.00,,0.00,0.00,,1,1,0,2024.01.23 09:02,Chandelier Trail: SL=2025.51 (ATRx3.5),0.00,,,0.00,,LOSS,-68.32,-0.84,0.00,0.00,-68.32,-0.84,NO,NO,NO,0.26,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.23 09:02
ENTRY,33,2024.01.29 14:00|PinBarEntry|LONG|31,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.29 15:00,2024.01.29 15:00,2028.52,2020.00,2020.00,2049.10,2064.54,0.73,0.08,8.52,2028.52,2028.52,10039.75,73.53,0.08,0.08,INITIAL,1,1.00,3.00,0.70,15.00,1.30,40.00,1.80,30.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
EXIT,33,2024.01.29 14:00|PinBarEntry|LONG|31,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.29 15:00,2024.01.29 15:00,2028.52,2020.00,2027.18,2049.10,2064.54,0.73,0.08,8.52,2028.52,2028.52,10039.75,73.53,0.08,0.07,TP0_HIT,1,1.00,3.00,0.70,15.00,1.30,40.00,1.80,30.00,2024.01.29 16:39,2027.18,-3.42,-0.05,1.7,0.96,9.07,0.11,1.06,1,6.17,0.08,2024.01.29 15:41,,0.00,0.00,,0.00,0.00,,2,2,0,2024.01.29 16:00,Chandelier Trail: SL=2027.18 (ATRx3.0),0.00,,,0.00,,LOSS,-9.59,-0.13,6.17,0.08,-3.42,-0.05,NO,YES,YES,1.06,NO,YES,0.01,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.29 16:00
ENTRY,36,2024.01.30 04:00|MACrossEntry|LONG|33,Bullish MA Cross (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,ASIA,MACrossEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.30 05:00,2024.01.30 05:00,2032.07,2020.77,2020.77,2063.25,2086.63,0.80,0.07,11.30,2032.07,2032.07,10036.12,80.50,0.07,0.07,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.50,3.50,3.50,
ENTRY,38,2024.01.30 15:00|EngulfingEntry|LONG|34,Bullish Engulfing (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A,NEWYORK,EngulfingEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.30 16:00,2024.01.30 16:00,2037.86,2027.85,2027.85,2070.79,2095.49,0.98,0.09,10.01,2037.86,2037.86,10044.14,98.08,0.09,0.09,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.50,3.50,3.50,
ENTRY,40,2024.01.30 16:00|PinBarEntry|LONG|35,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.30 17:00,2024.01.30 17:00,2046.59,2029.61,2029.61,2099.91,2139.89,0.73,0.04,16.98,2046.59,2046.59,10051.57,73.62,0.04,0.04,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.50,3.50,3.50,
EXIT,40,2024.01.30 16:00|PinBarEntry|LONG|35,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_B_PLUS,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,8.00,0.00,YES,2024.01.30 17:00,2024.01.30 17:00,2046.59,2029.61,2036.08,2099.91,2139.89,0.73,0.04,16.98,2046.59,2046.59,10051.57,73.62,0.04,0.04,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,2024.01.30 17:14,2036.08,-42.16,-0.57,0.2,10.27,0.87,0.60,0.05,0,0.00,0.00,,,0.00,0.00,,0.00,0.00,,1,1,0,2024.01.30 17:00,Chandelier Trail: SL=2036.08 (ATRx3.5),0.00,,,0.00,,LOSS,-42.16,-0.57,0.00,0.00,-42.16,-0.57,NO,NO,NO,0.05,NO,NO,0.00,NO,,0.00,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.50,2024.01.30 17:00
